YEAR,STATE,COMMODITY,DATA ITEM,METRIC,VALUE
2021,LOUISIANA,SOYBEANS, ACRES HARVESTED,ACRE,1060000
2021,LOUISIANA,SOYBEANS, ACRES PLANTED,ACRE,1080000
2021,LOUISIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,52
2021,MARYLAND,SOYBEANS, ACRES HARVESTED,ACRE,485000
2021,MARYLAND,SOYBEANS, ACRES PLANTED,ACRE,490000
2021,MARYLAND,SOYBEANS, YIELD, MEASURED IN BU / ACRE,53
2021,MICHIGAN,SOYBEANS, ACRES HARVESTED,ACRE,2140000
2021,MICHIGAN,SOYBEANS, ACRES PLANTED,ACRE,2150000
2021,MICHIGAN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51
2021,MINNESOTA,SOYBEANS, ACRES HARVESTED,ACRE,7580000
2021,MINNESOTA,SOYBEANS, ACRES PLANTED,ACRE,7650000
2021,MINNESOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,47
2021,MISSISSIPPI,SOYBEANS, ACRES HARVESTED,ACRE,2170000
2021,MISSISSIPPI,SOYBEANS, ACRES PLANTED,ACRE,2220000
2021,MISSISSIPPI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,54
2021,MISSOURI,SOYBEANS, ACRES HARVESTED,ACRE,5650000
2021,MISSOURI,SOYBEANS, ACRES PLANTED,ACRE,5700000
2021,MISSOURI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49
2021,NEBRASKA,SOYBEANS, ACRES HARVESTED,ACRE,5570000
2021,NEBRASKA,SOYBEANS, ACRES PLANTED,ACRE,5600000
2021,NEBRASKA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,63
2021,NEW JERSEY,SOYBEANS, ACRES HARVESTED,ACRE,99000
2021,NEW JERSEY,SOYBEANS, ACRES PLANTED,ACRE,100000
2021,NEW JERSEY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2021,NEW YORK,SOYBEANS, ACRES HARVESTED,ACRE,320000
2021,NEW YORK,SOYBEANS, ACRES PLANTED,ACRE,325000
2021,NEW YORK,SOYBEANS, YIELD, MEASURED IN BU / ACRE,53
2021,NORTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,1640000
2021,NORTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,1650000
2021,NORTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40
2021,NORTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,7120000
2021,NORTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,7250000
2021,NORTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,25.5
2021,OHIO,SOYBEANS, ACRES HARVESTED,ACRE,4880000
2021,OHIO,SOYBEANS, ACRES PLANTED,ACRE,4900000
2021,OHIO,SOYBEANS, YIELD, MEASURED IN BU / ACRE,57
2021,OKLAHOMA,SOYBEANS, ACRES HARVESTED,ACRE,535000
2021,OKLAHOMA,SOYBEANS, ACRES PLANTED,ACRE,580000
2021,OKLAHOMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,23
2021,OTHER STATES,SOYBEANS, ACRES HARVESTED,ACRE,0
2021,OTHER STATES,SOYBEANS, ACRES PLANTED,ACRE,0
2021,PENNSYLVANIA,SOYBEANS, ACRES HARVESTED,ACRE,595000
2021,PENNSYLVANIA,SOYBEANS, ACRES PLANTED,ACRE,600000
2021,PENNSYLVANIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,53
2021,SOUTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,385000
2021,SOUTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,395000
2021,SOUTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,38
2021,SOUTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,5390000
2021,SOUTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,5450000
2021,SOUTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40
2021,TENNESSEE,SOYBEANS, ACRES HARVESTED,ACRE,1520000
2021,TENNESSEE,SOYBEANS, ACRES PLANTED,ACRE,1550000
2021,TENNESSEE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,50
2021,TEXAS,SOYBEANS, ACRES HARVESTED,ACRE,100000
2021,TEXAS,SOYBEANS, ACRES PLANTED,ACRE,110000
2021,TEXAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,38
2021,VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,590000
2021,VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,600000
2021,VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2021,WISCONSIN,SOYBEANS, ACRES HARVESTED,ACRE,2070000
2021,WISCONSIN,SOYBEANS, ACRES PLANTED,ACRE,2100000
2021,WISCONSIN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,55
2020,ALABAMA,SOYBEANS, ACRES HARVESTED,ACRE,275000
2020,ALABAMA,SOYBEANS, ACRES PLANTED,ACRE,280000
2020,ALABAMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,41
2020,ARKANSAS,SOYBEANS, ACRES HARVESTED,ACRE,2800000
2020,ARKANSAS,SOYBEANS, ACRES PLANTED,ACRE,2820000
2020,ARKANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51.5
2020,DELAWARE,SOYBEANS, ACRES HARVESTED,ACRE,148000
2020,DELAWARE,SOYBEANS, ACRES PLANTED,ACRE,150000
2020,DELAWARE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49
2020,GEORGIA,SOYBEANS, ACRES HARVESTED,ACRE,95000
2020,GEORGIA,SOYBEANS, ACRES PLANTED,ACRE,100000
2020,GEORGIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,41
2020,ILLINOIS,SOYBEANS, ACRES HARVESTED,ACRE,10250000
2020,ILLINOIS,SOYBEANS, ACRES PLANTED,ACRE,10300000
2020,ILLINOIS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,60
2020,INDIANA,SOYBEANS, ACRES HARVESTED,ACRE,5730000
2020,INDIANA,SOYBEANS, ACRES PLANTED,ACRE,5750000
2020,INDIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,59
2020,IOWA,SOYBEANS, ACRES HARVESTED,ACRE,9370000
2020,IOWA,SOYBEANS, ACRES PLANTED,ACRE,9450000
2020,IOWA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,54
2020,KANSAS,SOYBEANS, ACRES HARVESTED,ACRE,4750000
2020,KANSAS,SOYBEANS, ACRES PLANTED,ACRE,4800000
2020,KANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,41
2020,KENTUCKY,SOYBEANS, ACRES HARVESTED,ACRE,1840000
2020,KENTUCKY,SOYBEANS, ACRES PLANTED,ACRE,1850000
2020,KENTUCKY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,55
2020,LOUISIANA,SOYBEANS, ACRES HARVESTED,ACRE,1020000
2020,LOUISIANA,SOYBEANS, ACRES PLANTED,ACRE,1050000
2020,LOUISIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,53
2020,MARYLAND,SOYBEANS, ACRES HARVESTED,ACRE,465000
2020,MARYLAND,SOYBEANS, ACRES PLANTED,ACRE,485000
2020,MARYLAND,SOYBEANS, YIELD, MEASURED IN BU / ACRE,47
2020,MICHIGAN,SOYBEANS, ACRES HARVESTED,ACRE,2190000
2020,MICHIGAN,SOYBEANS, ACRES PLANTED,ACRE,2200000
2020,MICHIGAN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,48
2020,MINNESOTA,SOYBEANS, ACRES HARVESTED,ACRE,7380000
2020,MINNESOTA,SOYBEANS, ACRES PLANTED,ACRE,7450000
2020,MINNESOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,50
2020,MISSISSIPPI,SOYBEANS, ACRES HARVESTED,ACRE,2060000
2020,MISSISSIPPI,SOYBEANS, ACRES PLANTED,ACRE,2090000
2020,MISSISSIPPI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,54
2020,MISSOURI,SOYBEANS, ACRES HARVESTED,ACRE,5810000
2020,MISSOURI,SOYBEANS, ACRES PLANTED,ACRE,5850000
2020,MISSOURI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51
2020,NEBRASKA,SOYBEANS, ACRES HARVESTED,ACRE,5160000
2020,NEBRASKA,SOYBEANS, ACRES PLANTED,ACRE,5200000
2020,NEBRASKA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,58
2020,NEW JERSEY,SOYBEANS, ACRES HARVESTED,ACRE,93000
2020,NEW JERSEY,SOYBEANS, ACRES PLANTED,ACRE,94000
2020,NEW JERSEY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2020,NEW YORK,SOYBEANS, ACRES HARVESTED,ACRE,312000
2020,NEW YORK,SOYBEANS, ACRES PLANTED,ACRE,315000
2020,NEW YORK,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51
2020,NORTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,1570000
2020,NORTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,1600000
2020,NORTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,38
2020,NORTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,5700000
2020,NORTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,5750000
2020,NORTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,34
2020,OHIO,SOYBEANS, ACRES HARVESTED,ACRE,4920000
2020,OHIO,SOYBEANS, ACRES PLANTED,ACRE,4950000
2020,OHIO,SOYBEANS, YIELD, MEASURED IN BU / ACRE,55
2020,OKLAHOMA,SOYBEANS, ACRES HARVESTED,ACRE,540000
2020,OKLAHOMA,SOYBEANS, ACRES PLANTED,ACRE,560000
2020,OKLAHOMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,30
2020,OTHER STATES,SOYBEANS, ACRES HARVESTED,ACRE,0
2020,OTHER STATES,SOYBEANS, ACRES PLANTED,ACRE,0
2020,PENNSYLVANIA,SOYBEANS, ACRES HARVESTED,ACRE,630000
2020,PENNSYLVANIA,SOYBEANS, ACRES PLANTED,ACRE,640000
2020,PENNSYLVANIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2020,SOUTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,295000
2020,SOUTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,310000
2020,SOUTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,35
2020,SOUTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,4920000
2020,SOUTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,4950000
2020,SOUTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2020,TENNESSEE,SOYBEANS, ACRES HARVESTED,ACRE,1620000
2020,TENNESSEE,SOYBEANS, ACRES PLANTED,ACRE,1650000
2020,TENNESSEE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,50
2020,TEXAS,SOYBEANS, ACRES HARVESTED,ACRE,110000
2020,TEXAS,SOYBEANS, ACRES PLANTED,ACRE,120000
2020,TEXAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,34
2020,VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,560000
2020,VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,570000
2020,VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,42
2020,WISCONSIN,SOYBEANS, ACRES HARVESTED,ACRE,1990000
2020,WISCONSIN,SOYBEANS, ACRES PLANTED,ACRE,2020000
2020,WISCONSIN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,52
2019,ALABAMA,SOYBEANS, ACRES HARVESTED,ACRE,260000
2019,ALABAMA,SOYBEANS, ACRES PLANTED,ACRE,265000
2019,ALABAMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,36
2019,ARKANSAS,SOYBEANS, ACRES HARVESTED,ACRE,2610000
2019,ARKANSAS,SOYBEANS, ACRES PLANTED,ACRE,2650000
2019,ARKANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49
2019,DELAWARE,SOYBEANS, ACRES HARVESTED,ACRE,153000
2019,DELAWARE,SOYBEANS, ACRES PLANTED,ACRE,155000
2019,DELAWARE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,47
2019,GEORGIA,SOYBEANS, ACRES HARVESTED,ACRE,86000
2019,GEORGIA,SOYBEANS, ACRES PLANTED,ACRE,100000
2019,GEORGIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,29
2019,ILLINOIS,SOYBEANS, ACRES HARVESTED,ACRE,9860000
2019,ILLINOIS,SOYBEANS, ACRES PLANTED,ACRE,9950000
2019,ILLINOIS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,54
2019,INDIANA,SOYBEANS, ACRES HARVESTED,ACRE,5360000
2019,INDIANA,SOYBEANS, ACRES PLANTED,ACRE,5400000
2019,INDIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51
2019,IOWA,SOYBEANS, ACRES HARVESTED,ACRE,9120000
2019,IOWA,SOYBEANS, ACRES PLANTED,ACRE,9200000
2019,IOWA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,55
2019,KANSAS,SOYBEANS, ACRES HARVESTED,ACRE,4490000
2019,KANSAS,SOYBEANS, ACRES PLANTED,ACRE,4550000
2019,KANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,41.5
2019,KENTUCKY,SOYBEANS, ACRES HARVESTED,ACRE,1690000
2019,KENTUCKY,SOYBEANS, ACRES PLANTED,ACRE,1700000
2019,KENTUCKY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2019,LOUISIANA,SOYBEANS, ACRES HARVESTED,ACRE,860000
2019,LOUISIANA,SOYBEANS, ACRES PLANTED,ACRE,890000
2019,LOUISIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,48
2019,MARYLAND,SOYBEANS, ACRES HARVESTED,ACRE,475000
2019,MARYLAND,SOYBEANS, ACRES PLANTED,ACRE,480000
2019,MARYLAND,SOYBEANS, YIELD, MEASURED IN BU / ACRE,44
2019,MICHIGAN,SOYBEANS, ACRES HARVESTED,ACRE,1720000
2019,MICHIGAN,SOYBEANS, ACRES PLANTED,ACRE,1760000
2019,MICHIGAN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40.5
2019,MINNESOTA,SOYBEANS, ACRES HARVESTED,ACRE,6770000
2019,MINNESOTA,SOYBEANS, ACRES PLANTED,ACRE,6850000
2019,MINNESOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,44
2019,MISSISSIPPI,SOYBEANS, ACRES HARVESTED,ACRE,1630000
2019,MISSISSIPPI,SOYBEANS, ACRES PLANTED,ACRE,1660000
2019,MISSISSIPPI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,50
2019,MISSOURI,SOYBEANS, ACRES HARVESTED,ACRE,5010000
2019,MISSOURI,SOYBEANS, ACRES PLANTED,ACRE,5100000
2019,MISSOURI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2019,NEBRASKA,SOYBEANS, ACRES HARVESTED,ACRE,4840000
2019,NEBRASKA,SOYBEANS, ACRES PLANTED,ACRE,4900000
2019,NEBRASKA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,58.5
2019,NEW JERSEY,SOYBEANS, ACRES HARVESTED,ACRE,92000
2019,NEW JERSEY,SOYBEANS, ACRES PLANTED,ACRE,95000
2019,NEW JERSEY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,37
2019,NEW YORK,SOYBEANS, ACRES HARVESTED,ACRE,225000
2019,NEW YORK,SOYBEANS, ACRES PLANTED,ACRE,235000
2019,NEW YORK,SOYBEANS, YIELD, MEASURED IN BU / ACRE,48
2019,NORTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,1520000
2019,NORTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,1540000
2019,NORTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,35
2019,NORTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,5400000
2019,NORTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,5600000
2019,NORTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,31.5
2019,OHIO,SOYBEANS, ACRES HARVESTED,ACRE,4270000
2019,OHIO,SOYBEANS, ACRES PLANTED,ACRE,4300000
2019,OHIO,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49
2019,OKLAHOMA,SOYBEANS, ACRES HARVESTED,ACRE,440000
2019,OKLAHOMA,SOYBEANS, ACRES PLANTED,ACRE,465000
2019,OKLAHOMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,29
2019,OTHER STATES,SOYBEANS, ACRES HARVESTED,ACRE,0
2019,OTHER STATES,SOYBEANS, ACRES PLANTED,ACRE,0
2019,PENNSYLVANIA,SOYBEANS, ACRES HARVESTED,ACRE,610000
2019,PENNSYLVANIA,SOYBEANS, ACRES PLANTED,ACRE,620000
2019,PENNSYLVANIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49
2019,SOUTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,315000
2019,SOUTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,335000
2019,SOUTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,26
2019,SOUTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,3440000
2019,SOUTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,3500000
2019,SOUTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,42.5
2019,TENNESSEE,SOYBEANS, ACRES HARVESTED,ACRE,1370000
2019,TENNESSEE,SOYBEANS, ACRES PLANTED,ACRE,1400000
2019,TENNESSEE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,47
2019,TEXAS,SOYBEANS, ACRES HARVESTED,ACRE,73000
2019,TEXAS,SOYBEANS, ACRES PLANTED,ACRE,80000
2019,TEXAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,28
2019,VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,560000
2019,VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,570000
2019,VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,34
2019,WISCONSIN,SOYBEANS, ACRES HARVESTED,ACRE,1690000
2019,WISCONSIN,SOYBEANS, ACRES PLANTED,ACRE,1750000
2019,WISCONSIN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,47
2018,ALABAMA,SOYBEANS, ACRES HARVESTED,ACRE,335000
2018,ALABAMA,SOYBEANS, ACRES PLANTED,ACRE,345000
2018,ALABAMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,40
2018,ARKANSAS,SOYBEANS, ACRES HARVESTED,ACRE,3210000
2018,ARKANSAS,SOYBEANS, ACRES PLANTED,ACRE,3270000
2018,ARKANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,50.5
2018,DELAWARE,SOYBEANS, ACRES HARVESTED,ACRE,168000
2018,DELAWARE,SOYBEANS, ACRES PLANTED,ACRE,170000
2018,DELAWARE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,41.5
2018,FLORIDA,SOYBEANS, ACRES HARVESTED,ACRE,12000
2018,FLORIDA,SOYBEANS, ACRES PLANTED,ACRE,18000
2018,FLORIDA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,37
2018,GEORGIA,SOYBEANS, ACRES HARVESTED,ACRE,130000
2018,GEORGIA,SOYBEANS, ACRES PLANTED,ACRE,145000
2018,GEORGIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,39.5
2018,ILLINOIS,SOYBEANS, ACRES HARVESTED,ACRE,10500000
2018,ILLINOIS,SOYBEANS, ACRES PLANTED,ACRE,10800000
2018,ILLINOIS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,63.5
2018,INDIANA,SOYBEANS, ACRES HARVESTED,ACRE,5960000
2018,INDIANA,SOYBEANS, ACRES PLANTED,ACRE,6000000
2018,INDIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,57.5
2018,IOWA,SOYBEANS, ACRES HARVESTED,ACRE,9830000
2018,IOWA,SOYBEANS, ACRES PLANTED,ACRE,9950000
2018,IOWA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,56
2018,KANSAS,SOYBEANS, ACRES HARVESTED,ACRE,4690000
2018,KANSAS,SOYBEANS, ACRES PLANTED,ACRE,4750000
2018,KANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,43
2018,KENTUCKY,SOYBEANS, ACRES HARVESTED,ACRE,1930000
2018,KENTUCKY,SOYBEANS, ACRES PLANTED,ACRE,1950000
2018,KENTUCKY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51
2018,LOUISIANA,SOYBEANS, ACRES HARVESTED,ACRE,1190000
2018,LOUISIANA,SOYBEANS, ACRES PLANTED,ACRE,1340000
2018,LOUISIANA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51.5
2018,MARYLAND,SOYBEANS, ACRES HARVESTED,ACRE,515000
2018,MARYLAND,SOYBEANS, ACRES PLANTED,ACRE,530000
2018,MARYLAND,SOYBEANS, YIELD, MEASURED IN BU / ACRE,47.5
2018,MICHIGAN,SOYBEANS, ACRES HARVESTED,ACRE,2310000
2018,MICHIGAN,SOYBEANS, ACRES PLANTED,ACRE,2330000
2018,MICHIGAN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,47.5
2018,MINNESOTA,SOYBEANS, ACRES HARVESTED,ACRE,7650000
2018,MINNESOTA,SOYBEANS, ACRES PLANTED,ACRE,7750000
2018,MINNESOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,49
2018,MISSISSIPPI,SOYBEANS, ACRES HARVESTED,ACRE,2190000
2018,MISSISSIPPI,SOYBEANS, ACRES PLANTED,ACRE,2230000
2018,MISSISSIPPI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,54
2018,MISSOURI,SOYBEANS, ACRES HARVESTED,ACRE,5780000
2018,MISSOURI,SOYBEANS, ACRES PLANTED,ACRE,5850000
2018,MISSOURI,SOYBEANS, YIELD, MEASURED IN BU / ACRE,44.5
2018,NEBRASKA,SOYBEANS, ACRES HARVESTED,ACRE,5590000
2018,NEBRASKA,SOYBEANS, ACRES PLANTED,ACRE,5650000
2018,NEBRASKA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,58
2018,NEW JERSEY,SOYBEANS, ACRES HARVESTED,ACRE,107000
2018,NEW JERSEY,SOYBEANS, ACRES PLANTED,ACRE,110000
2018,NEW JERSEY,SOYBEANS, YIELD, MEASURED IN BU / ACRE,39.5
2018,NEW YORK,SOYBEANS, ACRES HARVESTED,ACRE,325000
2018,NEW YORK,SOYBEANS, ACRES PLANTED,ACRE,335000
2018,NEW YORK,SOYBEANS, YIELD, MEASURED IN BU / ACRE,52
2018,NORTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,1570000
2018,NORTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,1650000
2018,NORTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,33
2018,NORTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,6840000
2018,NORTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,6900000
2018,NORTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,35
2018,OHIO,SOYBEANS, ACRES HARVESTED,ACRE,5020000
2018,OHIO,SOYBEANS, ACRES PLANTED,ACRE,5050000
2018,OHIO,SOYBEANS, YIELD, MEASURED IN BU / ACRE,56
2018,OKLAHOMA,SOYBEANS, ACRES HARVESTED,ACRE,600000
2018,OKLAHOMA,SOYBEANS, ACRES PLANTED,ACRE,640000
2018,OKLAHOMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,28
2018,OTHER STATES,SOYBEANS, ACRES HARVESTED,ACRE,0
2018,OTHER STATES,SOYBEANS, ACRES PLANTED,ACRE,0
2018,OTHER STATES,SOYBEANS, YIELD, MEASURED IN BU / ACRE,0
2018,PENNSYLVANIA,SOYBEANS, ACRES HARVESTED,ACRE,630000
2018,PENNSYLVANIA,SOYBEANS, ACRES PLANTED,ACRE,640000
2018,PENNSYLVANIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,44.5
2018,SOUTH CAROLINA,SOYBEANS, ACRES HARVESTED,ACRE,330000
2018,SOUTH CAROLINA,SOYBEANS, ACRES PLANTED,ACRE,390000
2018,SOUTH CAROLINA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,29
2018,SOUTH DAKOTA,SOYBEANS, ACRES HARVESTED,ACRE,5580000
2018,SOUTH DAKOTA,SOYBEANS, ACRES PLANTED,ACRE,5650000
2018,SOUTH DAKOTA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,45
2018,TENNESSEE,SOYBEANS, ACRES HARVESTED,ACRE,1670000
2018,TENNESSEE,SOYBEANS, ACRES PLANTED,ACRE,1700000
2018,TENNESSEE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,45.5
2018,TEXAS,SOYBEANS, ACRES HARVESTED,ACRE,135000
2018,TEXAS,SOYBEANS, ACRES PLANTED,ACRE,175000
2018,TEXAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,31.5
2018,VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,590000
2018,VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,600000
2018,VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,42
2018,WEST VIRGINIA,SOYBEANS, ACRES HARVESTED,ACRE,27000
2018,WEST VIRGINIA,SOYBEANS, ACRES PLANTED,ACRE,29000
2018,WEST VIRGINIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,53
2018,WISCONSIN,SOYBEANS, ACRES HARVESTED,ACRE,2180000
2018,WISCONSIN,SOYBEANS, ACRES PLANTED,ACRE,2220000
2018,WISCONSIN,SOYBEANS, YIELD, MEASURED IN BU / ACRE,48
2017,ALABAMA,SOYBEANS, ACRES HARVESTED,ACRE,345000
2017,ALABAMA,SOYBEANS, ACRES PLANTED,ACRE,350000
2017,ALABAMA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,46
2017,ARKANSAS,SOYBEANS, ACRES HARVESTED,ACRE,3500000
2017,ARKANSAS,SOYBEANS, ACRES PLANTED,ACRE,3530000
2017,ARKANSAS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51
2017,DELAWARE,SOYBEANS, ACRES HARVESTED,ACRE,158000
2017,DELAWARE,SOYBEANS, ACRES PLANTED,ACRE,160000
2017,DELAWARE,SOYBEANS, YIELD, MEASURED IN BU / ACRE,51
2017,FLORIDA,SOYBEANS, ACRES HARVESTED,ACRE,14000
2017,FLORIDA,SOYBEANS, ACRES PLANTED,ACRE,15000
2017,FLORIDA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,34
2017,GEORGIA,SOYBEANS, ACRES HARVESTED,ACRE,150000
2017,GEORGIA,SOYBEANS, ACRES PLANTED,ACRE,155000
2017,GEORGIA,SOYBEANS, YIELD, MEASURED IN BU / ACRE,42
2017,ILLINOIS,SOYBEANS, ACRES HARVESTED,ACRE,10550000
2017,ILLINOIS,SOYBEANS, ACRES PLANTED,ACRE,10600000
2017,ILLINOIS,SOYBEANS, YIELD, MEASURED IN BU / ACRE,58
2017,INDIANA,SOYBEANS, ACRES HARVESTED,ACRE,5940000
